4960,誠美材,12.3,12.3
4961,天鈺,254.5,254.5
4967,十銓,45.45,45.45
4968,立積,270,270
4976,佳凌,70.4,70.3
4977,眾達-KY,83.8,83.8
4989,榮科,48.8,48.75
4994,傳奇,52.5,52.5
4999,鑫禾,40.9,40.85
5007,三星,57,56.5
5203,訊連,90.3,90.3
5215,科嘉-KY,78.4,78.4
5222,全訊,201.5,201.5
5225,東科-KY,21.6,21.5
5234,達興材料,116,115.5
5243,乙盛-KY,67.6,67.6
5258,虹堡,33.3,33.15
5269,祥碩,"2,015.00","2,010.00"
5283,禾聯碩,115.5,115.5
5284,jpp-KY,44.4,44
5285,界霖,105.5,105.5
5288,豐祥-KY,141,141
5388,中磊,66.4,66.4
5434,崇越,148.5,148
5469,瀚宇博,44.6,44.6
5471,松翰,94.6,94.5
5484,慧友,15.75,15.7
5515,建國,13.95,13.9
5519,隆大,21.05,21.05
5521,工信,8.39,8.39
5522,遠雄,64.6,64.6
5525,順天,28.7,28.65
5531,鄉林,11.3,11.3
5533,皇鼎,19.05,19
5534,長虹,73,73
5538,東明-KY,51.1,51.1
5546,永固-KY,59.8,59.4
5607,遠雄港,57.6,57.5
5608,四維航,44.05,44.05
5706,鳳凰,42,41.85
5871,中租-KY,253.5,253.5
5871A,中租-KY甲特,101,100.5
5876,上海商銀,47,46.85
5880,合庫金,23.9,23.85
5906,台南-KY,39.45,39.45
5907,大洋-KY,17.8,17.8
6005,群益證,16.2,16.15
6024,群益期,38.5,38.5
6108,競國,21.35,21.35
6112,聚碩,38.7,38.7
6115,鎰勝,42.55,42.55
6116,彩晶,15.55,15.5
6117,迎廣,16.2,16.2
6120,達運,11.05,11
6128,上福,29.2,29.15
6133,金橋,8.62,8.62
6136,富爾特,18.45,18.45
6139,亞翔,28,27.95
6141,柏承,26.65,26.6
6142,友勁,11.1,11.1
6152,百一,11.7,11.7
6153,嘉聯益,24.4,24.4
6155,鈞寶,24.2,24.25
6164,華興,14.45,14.4
6165,浪凡,37.5,37.5
6166,凌華,63.8,63.4
6168,宏齊,27.05,27.05
6176,瑞儀,97.4,97.4
6177,達麗,30.25,30.1
6183,關貿,50.1,50
6184,大豐電,43.75,43.75
6189,豐藝,40.5,40.5
6191,精成科,37.7,37.6
6192,巨路,69.3,69.1
6196,帆宣,152.5,152.5
6197,佳必琪,37.25,37.25
6201,亞弘電,43,43.1
6202,盛群,107,106.5
6205,詮欣,55,55
6206,飛捷,70.7,70.7
6209,今國光,32.55,32.55
6213,聯茂,128,127.5
6214,精誠,86,85.7
6215,和椿,30.95,30.9
6216,居易,26.25,26.25
6224,聚鼎,121.5,121.5
6225,天瀚,6.7,6.7
6226,光鼎,15.2,15.15
6230,尼得科超眾,165,165
6235,華孚,25.15,25.15
6239,力成,98.1,98.1
6243,迅杰,71,71
6251,定穎,22.1,22.05
6257,矽格,59.9,59.8
6269,台郡,103.5,103.5
6271,同欣電,291.5,291.5
6277,宏正,81.1,81.1
6278,台表科,116,116
6281,全國電,82.4,82.3
6282,康舒,32.35,32.35
6283,淳安,46.15,46.15
6285,啟碁,73.2,73.1
6288,聯嘉,25.3,25.3
6289,華上,2.4,2.37
6405,悅城,28.55,28.55
6409,旭隼,"1,600.00","1,600.00"
6412,群電,74,74
6414,樺漢,238,237.5
6415,矽力-KY,"4,835.00","4,810.00"
6416,瑞祺電通,99.2,99.2
6426,統新,71.8,71.8
6431,光麗-KY,29.2,29.1
6438,迅得,112.5,112.5
6442,光聖,34.5,34.45
6443,元晶,36.05,36.05
6449,鈺邦,56,56
6451,訊芯-KY,96.7,96.6
6456,GIS-KY,104.5,104
6464,台數科,97,96.8
6477,安集,41.5,41.5
6491,晶碩,417.5,417.5
6504,南六,118.5,118.5
6505,台塑化,97,97
6515,穎崴,401,400.5
6525,捷敏-KY,92.4,92.4
6531,愛普*,511,511
6533,晶心科,561,561
6541,泰福-KY,57.5,57.4
6552,易華電,54.3,54.2
6558,興能高,31.8,31.8
6573,虹揚-KY,22.1,22.1
6579,研揚,63.9,63.7
6581,鋼聯,79.6,79.5
6582,申豐,182.5,182.5
6591,動力-KY,54.7,54.2
6592,和潤企業,90.9,90.9
6598,ABC-KY,36.35,36.35
6605,帝寶,58.5,58.5
6625,必應,30.3,30.2
6641,基士德-KY,58.5,58.7
6655,科定,80.8,80.7
6666,羅麗芬-KY,68.3,68
6668,中揚光,52,52
6669,緯穎,"1,020.00","1,015.00"
6670,復盛應用,203,201.5
6671,三能-KY,48.3,47.85
6672,騰輝電子-KY,129.5,129.5
6674,鋐寶科技,29,29
6698,旭暉應材,38.85,38.85
6706,惠特,205.5,205.5
6715,嘉基,110,110
6743,安普新,74.7,74.6
6754,匯僑設計,41.5,41.5
6756,威鋒電子,544,544
6768,志強-KY,65.5,65.3
6776,展碁國際,42.2,42.2
6781,AES-KY,"1,525.00","1,520.00"
6790,永豐實,49,49
6806,森崴能源,90,90
8011,台通,19,19
8016,矽創,298,298
8021,尖點,41.5,41.5
8028,昇陽半導體,49.45,49.4
8033,雷虎,18.25,18.25
8039,台虹,46.7,46.7
8046,南電,590,590
8070,長華*,33.7,33.7
8072,陞泰,23.65,23.65
8081,致新,250.5,250
8101,華冠,2.39,2.39
8103,瀚荃,47.35,47.35
8104,錸寶,54.8,54.8
8105,凌巨,12.5,12.45
8110,華東,18.1,18.1
8112,至上,44.35,44.35
8114,振樺電,108.5,108
8131,福懋科,38.85,38.8
8150,南茂,45.7,45.7
8163,達方,48.65,48.65
8201,無敵,16.9,16.9
8210,勤誠,74.2,74.1
8213,志超,46.7,46.65
8215,明基材,37.75,37.7
8222,寶一,14.45,14.4
8249,菱光,25.1,25.1
8261,富鼎,106.5,106.5
8271,宇瞻,45.7,45.7
8341,日友,199,198.5
8367,建新國際,55,54.9
8374,羅昇,30.25,30.25
8404,百和興業-KY,34.15,34.1
8411,福貞-KY,16.25,16.15
8422,可寧衛,238,237.5
8427,基勝-KY,73.2,73.2
8429,金麗-KY,12.45,12.4
8442,威宏-KY,42.9,42.8
8443,阿瘦,12.1,11.95
8454,富邦媒,"1,630.00","1,630.00"
8462,柏文,138,137
8463,潤泰材,30.3,30.3
8464,億豐,385.5,383.5
8466,美吉吉-KY,52,51.3
8467,波力-KY,40,39.65
8473,山林水,33.3,33.2
8478,東哥遊艇,107.5,107.5
8480,泰昇-KY,104,103.5
8481,政伸,71.7,71.6
8482,商億-KY,71.9,71.9
8488,吉源-KY,--,15.5
8499,鼎炫-KY,122,121.5
8926,台汽電,37.7,37.7
8940,新天地,13,12.95
8996,高力,59.2,59.2
9103,美德醫療-DR,15.6,15.55
910322,康師傅-DR,27.75,26.95
9105,泰金寶-DR,4.28,4.27
910861,神州-DR,7.22,7.2
9110,越南控-DR,2.94,2.92
911608,明輝-DR,3.69,3.64
911622,泰聚亨-DR,5.99,5.99
911868,同方友友-DR,1.29,1.28
912000,晨訊科-DR,2.75,2.74
9136,巨騰-DR,5.85,5.85
9188,精熙-DR,2.96,2.96
9802,鈺齊-KY,96.8,96.7
9902,台火,13,13
9904,寶成,32.5,32.5
9905,大華,26.15,26.15
9906,欣巴巴,54.4,54.4
9907,統一實,12.95,12.95
9908,大台北,33.25,33.15
9910,豐泰,202,202
9911,櫻花,67.9,67.8
9912,偉聯,9,8.91
9914,美利達,300,299.5
9917,中保科,102,102
9918,欣天然,42.8,42.8
9919,康那香,26.1,26.05
9921,巨大,317,314.5
9924,福興,40.9,40.9
9925,新保,39.15,39.15
9926,新海,48.35,48.35
9928,中視,6,6
9929,秋雨,9.38,9.38
9930,中聯資源,44.5,44.45
9931,欣高,39.5,39.2
9933,中鼎,35.85,35.85
9934,成霖,14.9,14.8
9935,慶豐富,20,19.8
9937,全國,48.6,48.6
9938,百和,77.6,77.6
9939,宏全,67.4,67.4
9940,信義,32.9,32.85
9941,裕融,171.5,171.5
9941A,裕融甲特,51.2,51
9942,茂順,85.8,85.8
9943,好樂迪,60.1,60.1
9944,新麗,23.5,23.45
9945,潤泰新,63.7,63.7
9946,三發地產,15.3,15.25
9955,佳龍,17.05,16.95
9958,世紀鋼,110,110
